,Sample Name,Latitude,Longitude,Sampling Year,PFPrA,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFU0A,PFDoDA,PFTrDA,PFTeDA,PFHxDA,PFOcDA,PFPrS,PFEtS,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFUdS,PFDoS,PFTrDS,FBSA,FHxSA,FHpSA,FOSA,FDSA,MeFBSA,MeFOSA,EtFOSA,FOSAA,MeFOSAA,EtFOSAA,3:3 Acid,4:3 Acid,5:3 Acid,7:3 Acid,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,10:2 FTUCA,4:2 FTSA,6:2 FTSA,8:2 FTSA,10:2 FTSA,6:6 PFPi,6:8 PFPi,8:8 PFPi,PFHxPA,PFOPA,PFECHS,Gen-X,ADONA,6:2 Cl-PFESA,8:2 Cl-PFESA,PFMPA,PFMBA,"3,6-OPFHpA",PFEESA,PFHxSAm,PFOSAm,PFHxSAmS,PFOSAmS,PFOANO,PFOSNO,PFOAB,PFOSB,5:3 FTB,5:1:2 FTB,6:2 FTAB,Cl-PFOS
183,"Rivi?re Saint-Jacques ? Brossard, Point #2",NA,NA,2020,0,5.14,12.44,9.09,6.21,2.95,1.45,0.14,0,0,0,0,0,0,0,0,1.31,0.08,0.83,0.02,2.48,0,0,0,0,0,0.26,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.33,0.31,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.74,0
184,"Rivi?re Saint-Jacques ? Brossard, Point #3",NA,NA,2020,0,3.84,11.16,10.9,6.37,3.19,1.08,0.1,0,0,0,0,0,0,0,0,1.26,0.05,0.55,0,1.05,0,0,0,0,0,0.18,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.15,1.41,0
185,Rivi?re Saint-R?gis ? Sainte-Catherine,45.3993,-73.5639,2020,0,6.05,5.91,7.12,1.59,1.67,0.34,0,0.12,0,0,0,0,0,0,0,3.38,0.05,0.38,0,2.54,0,0.07,0,0,0,0.68,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0.26,0.31,0.03,0,0.82,0,0,0,0,0,0,0,0.14,0,0.31,0,0,0,0,0,0,0,0
186,Rivi?re Yamachiche ? Yamachiche,46.2662,-72.8066,2020,0,0,0,0.11,0.07,0.16,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Rivi?re Yamaska ? Saint-Hyacinthe,45.6745,-72.9309,2020,0,5.27,3.68,3.92,2.47,3.22,0.35,0.07,0,0,0,0,0,0,0.41,0,1.3,0.15,0.45,0.07,2.86,0,0,0,0,0,0.08,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
188,Rivi?re Yamaska ? Yamaska,46.0052,-72.9121,2020,0,0.33,0.55,2.32,1.33,2.12,0.13,0,0,0,0,0,0,0,0.18,0,0.79,0.09,0.31,0.03,1.61,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0
189,Foss? Daigneault ? Brossard,45.4262,-73.4552,2020,0,5.79,20.89,12.69,8.32,4.02,1.7,0.22,0,0,0,0,0,0,0,0,0.76,0.04,0.31,0,1.04,0,0,0,0,0,0.06,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.22,0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.44,1.09,0
190,Ruisseau Bertra0 ? Montr?al,NA,NA,2020,0,1.67,3.09,1.64,0.71,0.85,0.14,0,0,0,0,0,0,0,0,0,0.43,0,0.12,0,1.13,0,0,0,0,0,0.05,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0.07,0,0
191,Ruisseau du Parc de la Rivi?re Saint-Jacques ? Brossard,NA,NA,2020,0,5.2,11.6,11.02,12.46,6.78,4.46,0.43,0.11,0,0,0,0,0,0,0,1.7,0.06,0.59,0,1.57,0,0,0,0,0,0.11,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.23,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.48,0
192,Ruisseau Henri Giroux ? Mirabel (HG2),45.655743,-74.091661,2020,2.47,122.16,539.44,685.23,127.22,88.11,15.93,0,0.23,0,0,0,0,0,14.44,0.68,28.07,43.15,372.99,17.21,622.28,1.89,0.1,0,0,0,27.53,175.77,1.14,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,6.76,0.28,0,0,0,0,0,0,4.64,0,1.01,0,0,0,0,0,0.06,5.06,0,2.26,0,0,0,0,0,108.8,569.67,27.49,0.75
193,Ruisseau La Pini?re ? Laval,45.6244,-73.64,2020,0,3.83,5.12,5.35,1.42,1.81,0.25,0,0,0,0,0,0,0,0,0,0.65,0,0.2,0,1.37,0,0,0,0,0,0.06,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Petite Rivi?re du Ch?ne ? Leclercville,46.572733,-71.993158,2020,0,0,0,0.07,0.44,0.26,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Gra0 Lac Saint-Fran?ois ? La Source (Saint-Romain),NA,NA,2020,0,0,0.18,0.11,0.52,0.34,0.18,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Lac Archambault ? Saint-Donat-de-Montcalm,46.3152,-74.2272,2020,0,0,0,0,0.19,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Lac Aylmer ? Disraeli,45.8979,-71.3574,2020,0,0,0.47,0.14,0.43,0.12,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Lac Brompton ? Saint-Denis-de-Brompton,45.4634,-72.133,2020,0,0.38,0.34,0.21,0.58,0.71,0.2,0.05,0,0,0,0,0,0,0,0,0.09,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Lac de l'Achigan ? Saint-Hippolyte,45.9527,-73.9693,2020,0,0,0,0.13,0.42,0,0.18,0.05,0,0,0,0,0,0,0,0,0.03,0,0,0,0.05,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Lac Ouareau ? Saint-Donat-de-Montcalm,46.2808,-74.1597,2020,0,0.29,0,0,0.3,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.04,0,0,0,0,0,0,0,0,0
201,BOU1,45.64867,-73.48136,2020,0,2.83,1.69,1.64,1.16,2.26,0.38,0,0,0,0,0,0,0,0.09,0,0.64,0.19,1.05,0.05,3.77,0,0,0,0,0,0.09,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
202,BOU2,45.644183,-73.466233,2020,0,1.49,1.32,1.13,0.7,1.53,0.22,0,0,0,0,0,0,0,0,0,0.35,0.07,0.71,0.02,1.94,0,0,0,0,0,0.16,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
203,BOU3,45.64645,-73.4526,2020,0,1.43,1.3,1.46,0.96,1.65,0.15,0,0,0,0,0,0,0,0.07,0,0.5,0.12,0.87,0.02,2.11,0,0,0,0,0,0.08,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
204,BOU4,45.569363,-73.507785,2020,0,1.61,1.46,1.44,1.03,2.04,0.3,0,0,0,0,0,0,0,0.07,0,0.54,0.09,0.93,0.02,2.53,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,CAC_1,47.974967,-69.7165,2020,0,0.48,0.37,0.59,0.21,0.33,0.06,0,0,0,0,0,0,0,0,0,0.12,0.03,0.18,0,0.5,0,0,0,0,0,0.08,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,CAC_2,47.987831,-69.624706,2020,0,0.51,0.36,0.6,0.29,0.5,0.09,0,0,0,0,0,0,0,0,0,0.11,0.03,0.21,0,0.92,0,0,0,0,0,0.08,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,CAC_3,47.928483,-69.54455,2020,0,0.2,0.28,0.54,0.16,0.29,0.05,0,0,0,0,0,0,0,0,0,0.09,0.02,0.12,0,0.4,0,0,0,0,0,0.08,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,CON1,45.845717,-73.310067,2020,0,0.39,0.39,0.65,0.45,0.9,0.24,0,0,0,0,0,0,0,0,0,0.33,0,0.4,0,1.32,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
209,CON2,45.8538,-73.27965,2020,0,1.91,1.16,1.34,0.87,1.36,0,0,0,0,0,0,0,0,0.07,0,0.5,0.07,0.65,0,2.39,0,0,0,0,0,0.24,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,CON3,45.850167,-73.269167,2020,0,1.03,1.35,1.61,0.95,2.11,0.29,0,0,0,0,0,0,0,0,0,0.57,0.99,0.9,0.38,2.29,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0
211,LSL_1,45.357467,-73.809383,2020,0,0,0.49,0.42,0.29,0.51,0.16,0,0,0,0,0,0,0,0,0,0.13,0,0.1,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,LSL_2,45.396183,-73.838062,2020,0,2.25,1.86,1.83,1.07,2.13,0.31,0.23,0,0,0,0,0,0,0.35,0,0.73,0.57,1.06,0.45,2.9,0,0,0,0,0,0.5,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0
213,LSL_3,45.379667,-73.809383,2020,0,1.58,1.29,1.55,0.66,1.85,0.35,0,0,0,0,0,0,0,0,0,0.52,0.09,0.9,0.03,2.83,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,LSPA_1,46.267261,-72.718877,2020,0,2.28,1.44,1.76,1.13,1.78,0.31,0.07,0,0,0,0,0,0,0.09,0,0.57,0.14,0.85,0.05,2.73,0,0,0,0,0,0.03,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
215,LSPA_2,46.263524,-72.708745,2020,0,1.59,0.93,0.97,0.66,1.41,0.31,0,0,0,0,0,0,0,0,0,0.44,0.08,0.67,0.03,2.19,0,0,0,0,0,0.07,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
216,LSPA3,46.256587,-72.694571,2020,0,1.63,1.27,1.54,0.94,1.84,0.19,0,0,0,0,0,0,0,0.05,0,0.78,0.11,0.92,0.02,2.3,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
217,LSPM_1,NA,NA,2020,0,1.85,1.5,1.06,0.83,1.45,0.27,0,0,0,0,0,0,0,0.32,0,0.47,0.76,0.65,0,2.15,0,0,0,0,0,0.22,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0
218,LSPM2,46.204067,-72.824783,2020,0,0.8,1.39,1.55,1.16,1.83,0.33,0,0,0,0,0,0,0,0.08,0,0.73,0.12,0.93,0.03,2.52,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
219,LSPM3,46.183033,-72.799467,2020,0,0.64,1.73,1.31,1.04,1.73,0.23,0,0,0,0,0,0,0,0.06,0,0.72,0.1,0.9,0.02,2.3,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,MASS1,47.2516,-70.544167,2020,0,1.35,1.06,0.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0.31,0.07,0.48,0,1.08,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
221,MASS2,47.221844,-70.452017,2020,0,0.97,0.94,1.05,0.87,1.2,0.15,0,0,0,0,0,0,0,0,0,0.37,0.08,0.61,0.03,1.7,0,0,0,0,0,0.06,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
222,MASS3,47.170421,-70.355877,2020,0,1.53,1.13,1.62,0.95,1.68,0.18,0,0,0,0,0,0,0,0,0,0.41,0.1,0.61,0.02,2.16,0,0,0,0.06,0,0.05,0,0,0.2,0.14,0,0.08,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.08,0.05,0,0,0.14,0.26,0,0,0,0,0,0,0,0,0,0.18,0,0.36,0,0.08,0,0,0,0.03,0,0
223,ORL1,47.058254,-70.75197,2020,0,1.91,1.59,1.21,0.95,1.3,0.11,0,0,0,0,0,0,0,0,0,0.44,0.09,0.69,0,2.08,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0
224,ORL2,47.013333,-70.698767,2020,0,1.78,1.42,1.54,0.99,1.92,0.33,0,0,0,0,0,0,0,0,0,0.59,0.11,0.81,0.03,2.53,0,0,0,0,0,0.18,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0
225,ORL3,46.98877,-70.661748,2020,0,1.21,1.28,1.26,0.96,1.82,0.33,0,0,0,0,0,0,0,0.05,0,0.57,0.1,0.76,0,2.05,0,0,0,0,0,0.04,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
226,QC1,46.843411,-71.179714,2020,0,1.07,0.91,0.96,0.58,1.26,0.2,0,0,0,0,0,0,0,0,0,0.39,0.07,0.65,0,1.81,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,QC2,46.83937,-71.166825,2020,0,0.69,1.37,1.65,0.71,1.21,0.13,0,0,0,0,0,0,0,0,0,0.43,0.08,0.74,0.02,2.13,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
228,QC3,46.833885,-71.152614,2020,0,1.19,1.32,1.44,1,0.76,0.27,0,0,0,0,0,0,0,0,0,0.51,0.1,0.72,0.02,2.28,0,0,0,0,0,0.04,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0
229,REP1,45.744983,-73.43195,2020,0,1.49,0.21,0.8,0.47,0.24,0.19,0,0,0,0,0,0,0,0,0,0.26,0,0.14,0,0.47,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0
230,REP2,45.741667,-73.424033,2020,0,1.2,1.47,1.5,0.96,1.59,0.19,0,0,0,0,0,0,0,0.07,0,0.63,0.11,0.95,0.02,1.82,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,REP3,45.745028,-73.406417,2020,0,1.48,1.32,1.19,1.03,1.81,0.33,0,0,0,0,0,0,0,0.06,0,0.49,0.11,0.89,0.04,2.76,0,0,0,0,0,0.11,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
232,REP4,45.736033,-73.411833,2020,0,2.29,1.5,1.75,1.12,2.09,0.28,0,0,0,0,0,0,0,0,0,0.66,0.14,1,0.03,2.41,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0.52,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,SAD1,46.72085,-71.4773,2020,0,0.76,1.12,1.11,0.76,1.61,0.35,0,0,0,0,0,0,0,0,0,0.46,0.06,0.67,0.02,2.41,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
234,SAD2,46.71368,-71.471017,2020,0,1.17,1.51,1.64,0.8,1.51,0.25,0,0,0,0,0,0,0,0,0,0.45,0.08,0.72,0,2.08,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,SAD3,46.705459,-71.461456,2020,0,1.25,1.64,1.44,0.89,1.61,0.13,0,0,0,0,0,0,0,0.04,0,0.59,0.08,0.77,0,1.96,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
236,SORAM1,46.073983,-73.088683,2020,0,0.59,0.63,1.03,0.49,1.33,0.23,0,0,0,0,0,0,0,0,0,0.47,0.04,0.64,0.02,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,SORAM2,46.067283,-73.07645,2020,0,1.55,1.2,1.17,0.86,1.82,0.23,0,0,0,0,0,0,0,0,0,0.45,0.13,0.88,0.04,2.05,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
238,SORAM3,46.06175,-73.0656,2020,0,1.3,1.33,1.72,0.94,1.79,0.3,0,0,0,0,0,0,0,0.09,0,0.57,0.11,1,0.04,2.53,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
239,SORAV1,46.172584,-72.964877,2020,0,0.77,0.64,0.88,0.52,0.93,0,0,0,0,0,0,0,0,0,0,0.34,0.03,0.47,0,1.36,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
240,SORAVE2,NA,NA,2020,0,0.6,1.7,1.61,0.94,1.46,0.2,0,0,0,0,0,0,0,0,0,0.46,0.07,0.71,0,1.76,0,0,0,0,0,0.04,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
241,SORAVE3,NA,NA,2020,0,0.54,2.08,1.53,1.13,2.38,0.15,0,0,0,0,0,0,0,0.09,0,0.68,0.12,0.98,0.03,2.54,0,0,0,0,0,0.14,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
242,STA1,46.57575,-72.098125,2020,0,0,0.42,0.87,0.68,1.17,0.22,0,0,0,0,0,0,0,0,0,0.32,0.05,0.48,0,1.43,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
243,STA2,46.569129,-72.098872,2020,0,1.94,1.38,1.18,0.92,1.63,0.21,0,0,0,0,0,0,0,0.07,0,0.54,0.08,0.73,0,1.97,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0
244,STA3,46.562646,-72.10002,2020,0,2.43,1.54,1.67,0.98,1.95,0.32,0,0,0,0,0,0,0,0.06,0,0.77,0.12,0.88,0.03,2.33,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,STAN_1,47.715604,-69.924038,2020,0,1.12,0.7,0.82,0.58,1.02,0.13,0,0,0,0,0,0,0,0,0,0.27,0.06,0.42,0,1.45,0,0,0,0,0,0.13,0,0,0.11,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,STAN_2,47.680059,-69.860108,2020,0,1.03,0.73,0.98,0.57,0.74,0.11,0,0,0,0,0,0,0,0,0,0.29,0.06,0.4,0,1.43,0,0,0,0,0,0.11,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
