Article (Author et al YYYY),Sample Name,Sample Type,Latitude,Longitude,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,PFOS,PFOA,FBSA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFPA,PFPeA,PFPeS,PFBS,PFBA,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFDoS,PFUnDA,FOSAA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFDoA,PFOSA,9-Cl-PF3ONS,11-Cl-PF3OUdS,PFECA-G,ADONA,PFEESA,NFDHA,PFMBA
Camacho_et_al_2024,DIX_0111_003,Surface Water,29.3958,-83.2223,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DIX_0112_004,Surface Water,29.4445,-83.2032,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DIX_0113_005,Surface Water,29.4621,-83.3447,,,EPA 1633,5.1,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DIX_0114_006,Surface Water,29.4947,-83.3536,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DIX_0115_007,Surface Water,29.5524,-83.3914,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DIX_0116_008,Surface Water,29.565,-83.3641,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DIX_1421_009,Surface Water,29.32110833,-83.14447222,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DIX_1423_010,Surface Water,29.46384167,-83.00048056,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DIX_1425_011,Surface Water,29.58885833,-82.93756389,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DIX_1679_012,Surface Water,29.77966667,-82.93983333,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DIX_1689_013,Surface Water,29.58997222,-82.93775,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DIX_2409_018,Surface Water,29.43992,-83.29359,,,EPA 1633,0,1.4,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0199_001,Surface Water,30.475,-81.68444444,,,EPA 1633,0,55.8,20.6,0,10.8,308.2,72.9,26.4,,,0,,,,,,,,,56.8,47.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0200_002,Surface Water,30.50166667,-81.66388889,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0201_003,Surface Water,30.44611111,-81.67111111,,,EPA 1633,96.8,19.6,8.9,0,4.3,134.5,26.2,11.6,,,0,,,,,,,,,27.5,15.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0202_004,Surface Water,30.39777778,-81.58666667,,,EPA 1633,0,2.8,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0208_005,Surface Water,30.51055556,-81.46055556,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0210_006,Surface Water,30.46333333,-81.43166667,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0211_007,Surface Water,30.40638889,-81.4125,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0212_008,Surface Water,30.39416667,-81.4375,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0213_009,Surface Water,30.37611111,-81.43611111,,,EPA 1633,0,2.1,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0214_010,Surface Water,30.37027778,-81.41194444,,,EPA 1633,20.1,7.9,7.6,0,0,25.7,8.1,4.9,,,0,,,,,,,,,0,5.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0302_011,Surface Water,30.2942,-81.3892,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0303_012,Surface Water,30.2747,-81.3998,,,EPA 1633,16.6,8.9,6.5,0,0,26.5,10.4,6.2,,,0,,,,,,,,,0,10.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0304_013,Surface Water,30.2665,-81.3901,,,EPA 1633,0,2.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0332_015,Surface Water,30.2821,-81.7088,,,EPA 1633,6.6,5.4,6.5,0,0,16.7,6,3.5,,,0,,,,,,,,,0,3.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0333_016,Surface Water,30.2901,-81.7124,,,EPA 1633,20.7,12.3,6.8,0,2.8,20.5,14.1,7.8,,,0,,,,,,,,,0,11.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0334_017,Surface Water,30.2738,-81.7008,,,EPA 1633,0,3.3,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0335_018,Surface Water,30.2523,-81.6885,,,EPA 1633,5.1,3.3,0,0,0,15.1,4.3,2.7,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0336_019,Surface Water,30.2784,-81.7175,,,EPA 1633,6.9,5.1,0,0,0.6,18.6,5.6,3.8,,,0,,,,,,,,,0,4.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0337_020,Surface Water,30.2736,-81.741,,,EPA 1633,11.9,9.9,0,0,1.4,20.4,12.3,6.7,,,0,,,,,,,,,0,10,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0338_021,Surface Water,30.2822,-81.7408,,,EPA 1633,13.5,8.2,6.8,0,0,23.6,11.1,5.5,,,0,,,,,,,,,0,7.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0339_022,Surface Water,30.2897,-81.7578,,,EPA 1633,9.1,5.1,6.6,0,0,20,7.2,3.5,,,0,,,,,,,,,0,6.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0540_024,Surface Water,30.4175,-81.53805556,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0541_025,Surface Water,30.27416667,-81.73277778,,,EPA 1633,10.6,4.2,0,4.2,0.8,20.9,6.5,0,,,0,,,,,,,,,0,4.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0542_026,Surface Water,30.31888889,-81.66055556,,,EPA 1633,4,2.2,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0543_027,Surface Water,30.37111111,-81.63916667,,,EPA 1633,33.1,8.1,8.6,0,3.3,36.2,11.1,5.8,,,0,,,,,,,,,0,7.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0544_028,Surface Water,30.38888889,-81.62,,,EPA 1633,0,1.9,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0545_029,Surface Water,30.37111111,-81.43222222,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0546_030,Surface Water,30.36777778,-81.40277778,,,EPA 1633,6.4,5.1,0,0,2.3,0,5.7,4.1,,,0,,,,,,,,,0,3.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0547_031,Surface Water,30.35611111,-81.42805556,,,EPA 1633,0,1.7,0,0,0,0,3.3,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0548_032,Surface Water,30.32194444,-81.44111111,,,EPA 1633,0,2,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0550_034,Surface Water,30.25916667,-81.72722222,,,EPA 1633,11.9,8.3,0,4.8,1.1,21.8,10.1,6.2,,,0,,,,,,,,,0,9.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_0551_035,Surface Water,30.31,-81.68027778,,,EPA 1633,6.1,3.8,0,0,0,14.6,5,3.3,,,0,,,,,,,,,0,2.9,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1117_036,Surface Water,30.1353,-81.596,,,EPA 1633,3.7,3.7,6.6,0,0,0,0,0,,,0,,,,,,,,,0,3.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1118_037,Surface Water,30.1454,-81.5538,,,EPA 1633,0,3.1,0,0,0.2,0,0,2.8,,,0,,,,,,,,,0,4.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1119_038,Surface Water,30.1336,-81.6341,,,EPA 1633,0,3,0,0,0,0,0,0,,,0,,,,,,,,,0,2.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1120_039,Surface Water,30.1491,-81.6283,,,EPA 1633,9.2,6.8,0,0,0.7,6.5,6.6,4.4,,,0,,,,,,,,,0,8.9,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1121_040,Surface Water,30.2157,-81.6166,,,EPA 1633,4.9,3.2,0,0,0,0,0,2.9,,,0,,,,,,,,,0,4.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1122_041,Surface Water,30.2258,-81.6041,,,EPA 1633,15.5,10.6,0,0,1.6,9.9,9.3,6.6,,,0,,,,,,,,,0,8.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1123_042,Surface Water,30.2537,-81.6404,,,EPA 1633,0,3.1,0,0,0.3,0,2.8,2.9,,,0,,,,,,,,,0,3.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1124_043,Surface Water,30.2623,-81.6467,,,EPA 1633,4.7,3.2,0,0,0.2,0,3,2.7,,,0,,,,,,,,,0,3.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1131_044,Surface Water,30.2594,-81.7276,,,EPA 1633,12.1,8.2,0,0,1.1,9.5,8.3,4.8,,,0,,,,,,,,,0,7.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1132_045,Surface Water,30.2602,-81.7477,,,EPA 1633,9.9,9.1,0,0,0.6,10,11.8,6.5,,,0,,,,,,,,,0,12.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1186_046,Surface Water,30.291177,-81.421601,,,EPA 1633,5.2,2.7,0,0,0.1,0,3.1,2.6,,,0,,,,,,,,,0,3.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1190_047,Surface Water,30.388701,-81.471125,,,EPA 1633,0,2,1.3,0,0,0,2.2,2.2,,,0,,,,,,,,,0,3.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1191_048,Surface Water,30.398738,-81.456203,,,EPA 1633,13.8,3.1,0,0,1.2,0,2.5,2.4,,,0,,,,,,,,,0,2.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_1192_049,Surface Water,30.440231,-81.429397,,,EPA 1633,0,1.8,0,0,0,0,0,0,,,0,,,,,,,,,0,2.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_2257_056,Surface Water,30.38922,-81.50775,,,EPA 1633,2.3,2.6,0,0,0,0,0,0,,,0,,,,,,,,,0,2.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_2258_057,Surface Water,30.39271,-81.64759,,,EPA 1633,17.2,4.2,0,2.9,0,5.3,8.1,0,,,0,,,,,,,,,0,3.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_2259_058,Surface Water,30.40356,-81.66342,,,EPA 1633,4.7,4.5,0,0,1.9,7.6,6.5,4.3,,,0,,,,,,,,,0,5.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_2260_059,Surface Water,30.39228,-81.71868,,,EPA 1633,3.9,4,0,0,0,6.2,0,0,,,0,,,,,,,,,0,3.9,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_2261_060,Surface Water,30.43117,-81.7241,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_2262_061,Surface Water,30.43805,-81.76307,,,EPA 1633,2.1,5.5,0,0,0,5.2,0,5.1,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_2263_062,Surface Water,30.28718,-81.56981,,,EPA 1633,7.7,6.6,0,0,0,6.3,0,3.8,,,0,,,,,,,,,0,6.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_2264_063,Surface Water,30.22353,-81.51229,,,EPA 1633,0,2,0,0,0,0,0,0,,,0,,,,,,,,,0,3.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_2265_064,Surface Water,30.56459,-81.6138,,,EPA 1633,2.4,2.2,0,0,0,4.6,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_2266_065,Surface Water,30.39718,-81.68512,,,EPA 1633,5.5,4.1,0,0,0,7.3,0,0,,,0,,,,,,,,,0,3.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_2267_066,Surface Water,30.39722,-81.42834,,,EPA 1633,2,1.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_2269_067,Surface Water,30.28176,-81.74017,,,EPA 1633,12.4,9.3,0,0,2.4,19.1,12.6,7.8,,,0,,,,,,,,,0,9.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,DUV_2269_068,Surface Water,30.46112,-81.83236,,,EPA 1633,0,1.3,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_0785_001,Surface Water,30.362459,-87.344598,,,EPA 1633,2.1,1.9,0,0,1.7,0,0,0,,,0,,,,,,,,,0,1.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_0786_002,Surface Water,30.377438,-87.316726,,,EPA 1633,8.5,5.3,0,0,0,0,0,0,,,0,,,,,,,,,0,4.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_0787_003,Surface Water,30.374229,-87.275813,,,EPA 1633,7.5,2,0,0,0,0,0,0,,,0,,,,,,,,,0,0.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_0789_005,Surface Water,30.46014,-87.208935,,,EPA 1633,3.1,4.4,0,0,0,0,4.7,3.9,,,0,,,,,,,,,0,4.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_0790_006,Surface Water,30.432109,-87.188821,,,EPA 1633,2.3,2,0,0,0,0,0,1.8,,,0,,,,,,,,,0,1.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_0791_007,Surface Water,30.506011,-87.160964,,,EPA 1633,1,1.4,0,0,0,0,0,0,,,0,,,,,,,,,0,0.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_0793_008,Surface Water,30.547069,-87.196239,,,EPA 1633,0.9,1.7,0,0,0,0,0,0,,,0,,,,,,,,,0,1.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_0794_009,Surface Water,30.618085,-87.263009,,,EPA 1633,1.9,5.1,0,0,0,0,5.4,0,,,0,,,,,,,,,0,4.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1110_011,Surface Water,30.4308497,-87.18787653,,,EPA 1633,0,2.6,0,0,0,0,4.2,0,,,0,,,,,,,,,0,2.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1111_012,Surface Water,30.54556209,-87.22943246,,,EPA 1633,2.7,4,0,0,0,0,3.2,0,,,0,,,,,,,,,0,2.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1114_013,Surface Water,30.40587079,-87.21459296,,,EPA 1633,7,7.9,0,0,1.7,0,8.4,6.5,,,0,,,,,,,,,0,10,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1115_014,Surface Water,30.40982911,-87.25758456,,,EPA 1633,10.9,8.2,0,0.7,2.8,0,8.4,11.4,,,0,,,,,,,,,0,5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1116_015,Surface Water,30.45084874,-87.28020275,,,EPA 1633,5.7,4.7,0,0,2.3,0,3.3,3.2,,,0,,,,,,,,,0,5.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1415_016,Surface Water,30.478775,-87.26858333,,,EPA 1633,11.8,23.7,0,3.5,4.1,0,31.2,20.3,,,0,,,,,,,,,0,11.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1416_017,Surface Water,30.30083889,-87.44701111,,,EPA 1633,0,1.2,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1417_018,Surface Water,30.38260833,-87.42593889,,,EPA 1633,0,2.8,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1536_020,Surface Water,30.45512778,-87.16731944,,,EPA 1633,0,0.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1570_021,Surface Water,30.294113,-87.469777,,,EPA 1633,0,0.9,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1571_022,Surface Water,30.368547,-87.409683,,,EPA 1633,0,1.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1572_023,Surface Water,30.523548,-87.445082,,,EPA 1633,1.8,4.6,0,1.6,1.4,0,4.3,2.9,,,0,,,,,,,,,0,0.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1573_024,Surface Water,30.311826,-87.42228,,,EPA 1633,0,1.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1574_025,Surface Water,30.426228,-87.186616,,,EPA 1633,2,2.2,0,0,0,0,2.1,0,,,0,,,,,,,,,0,2.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1575_026,Surface Water,30.479545,-87.162058,,,EPA 1633,1.9,0.8,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1785_027,Surface Water,30.39613889,-87.18297222,,,EPA 1633,0,0.5,0,0,0,0,0,0,,,0,,,,,,,,,0,0.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1786_028,Surface Water,30.46494444,-87.37388889,,,EPA 1633,8.3,16.4,0,0,0,8.4,4.9,0,,,0,,,,,,,,,0,2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1789_029,Surface Water,30.37255556,-87.26813889,,,EPA 1633,2.1,1.1,0,0,0,0,0,0,,,0,,,,,,,,,0,0.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1790_030,Surface Water,30.46863889,-87.15566667,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1791_031,Surface Water,30.45327778,-87.13947222,,,EPA 1633,0,0.7,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1792_032,Surface Water,30.43027778,-87.34238889,,,EPA 1633,2.5,6.2,0,0.7,0,0,4.2,2.3,,,0,,,,,,,,,0,2.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1793_033,Surface Water,30.46363889,-87.37811111,,,EPA 1633,0,7,0,0.9,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1794_034,Surface Water,30.45397222,-87.36111111,,,EPA 1633,1.5,4.2,0,1.3,0,0,3.9,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1796_035,Surface Water,30.45133333,-87.38891667,,,EPA 1633,1.7,4,0,1.3,1.4,0,3,2,,,0,,,,,,,,,0,0.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1798_036,Surface Water,30.51519444,-87.15805556,,,EPA 1633,0,0.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1799_037,Surface Water,30.56230556,-87.21825,,,EPA 1633,1.5,2.6,0,0,1.3,0,0,0,,,0,,,,,,,,,0,2.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1800_038,Surface Water,30.4915,-87.14458333,,,EPA 1633,0,0.7,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1803_039,Surface Water,30.59808333,-87.24669444,,,EPA 1633,0,0.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1804_040,Surface Water,30.59591667,-87.24197222,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1805_041,Surface Water,30.34052778,-87.30708333,,,EPA 1633,0,0.7,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ESC_1807_042,Surface Water,30.54758333,-87.33033333,,,EPA 1633,2.7,1.4,0,0,0,0,0,0,,,0,,,,,,,,,0,1.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
