Article (Author et al YYYY),Sample Name,Sample Type,Latitude,Longitude,Sampling Year,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,Sampling Depth (m),Streamflow (m3/s),PFOS,FBSA,PFOA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,PFPeA,PFPeS,PFBA,PFBS,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFUnDA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDoA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFOSA,9-Cl-PF3ONS,ADONA,11-Cl-PF3OUdS,PFECA-G,PFODA
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,3/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,3/16/2020,,Unnamed_SPE_LCMS_MS,,,6.3,,12.5,0.7,1.1,4.1,68.3,38.3,,0,0,0.9,,,81.7,,16.4,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,3/30/2020,,Unnamed_SPE_LCMS_MS,,,7.5,,7.3,0.5,1.1,2.8,14.8,9.4,,0,0,0,,,23.6,,5.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,7/5/2020,,Unnamed_SPE_LCMS_MS,,,8.2,,16.5,2.3,2.7,3.5,41.9,11.7,,0,0,0.8,,,42.8,,18.9,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,7/12/2020,,Unnamed_SPE_LCMS_MS,,,16.3,,35.3,3.7,4.3,8.2,75.7,27.6,,0,0,1.7,,,58.9,,34.3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,7/20/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,7/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,8/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,8/10/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,8/17/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,8/24/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,8/31/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,9/7/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,9/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,9/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,9/28/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,10/4/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,1/20/2020,,Unnamed_SPE_LCMS_MS,,,7.9,,8.6,0.6,1.6,4.9,28.7,10.1,,0,0.3,1.4,,,16.2,,12.2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,4/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,4/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,5/3/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,5/11/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,5/18/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,5/25/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,6/1/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,6/8/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,6/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,6/22/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,6/29/2020,,Unnamed_SPE_LCMS_MS,,,10.5,,17.9,4.6,2.7,3.2,36.3,10,,0,0,0.8,,,27,,18.1,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,6/10/2019,,Unnamed_SPE_LCMS_MS,,,9.4,,4,0.5,0.8,2.2,5.3,2.7,,0.1,0,7.3,,,3.7,,4.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,6/17/2019,,Unnamed_SPE_LCMS_MS,,,6.7,,5,0.6,0.8,3.5,9.8,5.3,,0,0,1.7,,,7.3,,5.2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,6/24/2019,,Unnamed_SPE_LCMS_MS,,,12.1,,8.6,1.4,1.6,3.4,35.1,25.2,,0.5,0.4,0.9,,,20.9,,13.4,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,7/1/2019,,Unnamed_SPE_LCMS_MS,,,20.3,,15.8,2.2,2,5.5,186,140.4,,0.5,0.5,1.3,,,82.2,,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,7/8/2019,,Unnamed_SPE_LCMS_MS,,,14.5,,17.8,3.1,2.4,6.5,97.2,58.7,,0,0,1.2,,,52.2,,30.6,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,7/15/2019,,Unnamed_SPE_LCMS_MS,,,20.2,,16.9,1.8,1.9,5.1,94.1,63.4,,0.1,0,0.5,,,45.7,,25.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,7/22/2019,,Unnamed_SPE_LCMS_MS,,,14.3,,27.4,2.5,3.3,7,206.1,235.9,,0.1,0.1,1.1,,,127.7,,52.3,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,7/29/2019,,Unnamed_SPE_LCMS_MS,,,18.8,,17.8,2.7,2,7,82.8,73.7,,,0,0,,,66,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,8/5/2019,,Unnamed_SPE_LCMS_MS,,,10.9,,8.9,1.3,1.4,3.6,56,41.2,,0.2,0,4.9,,,45.7,,18.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,8/12/2019,,Unnamed_SPE_LCMS_MS,,,8.7,,15.1,1.5,1.7,4.4,218,182.7,,0,0,1,,,126.8,,49.9,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,8/19/2019,,Unnamed_SPE_LCMS_MS,,,7,,10.3,1.7,1.6,3,60.9,36.2,,0.1,0.1,8.1,,,42.3,,22.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,8/26/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,9/9/2019,,Unnamed_SPE_LCMS_MS,,,11.3,,24.6,2.4,3,8.5,345.1,189.5,,0.1,0,1.6,,,244.7,,65.6,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,9/16/2019,,Unnamed_SPE_LCMS_MS,,,17.2,,23.4,3.6,3.4,8.4,175.6,82.9,,0.1,0.1,6.4,,,110.6,,63.8,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,9/23/2019,,Unnamed_SPE_LCMS_MS,,,21.2,,24.6,4.3,4.5,9.3,103.8,37.5,,0.1,0,1.5,,,63.7,,41.2,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,9/30/2019,,Unnamed_SPE_LCMS_MS,,,21.2,,23.5,3.3,4,10.4,115.3,37,,0.1,0.1,17.8,,,62,,38.6,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,10/7/2019,,Unnamed_SPE_LCMS_MS,,,19.3,,24.4,2.5,3.3,10.5,188.4,41.1,,0.1,0,7.9,,,108.8,,48.9,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,10/14/2019,,Unnamed_SPE_LCMS_MS,,,21.5,,21.9,2.6,3.3,7.9,124,55,,0.1,0.2,15,,,105.7,,27.2,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,10/21/2019,,Unnamed_SPE_LCMS_MS,,,20.2,,16.2,4.4,4.1,7.8,57.7,25.6,,1.6,1.6,0,,,50.7,,33.8,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,10/28/2019,,Unnamed_SPE_LCMS_MS,,,6.6,,6.8,1.2,0.9,2.6,12.7,4.2,,0,0,0.2,,,9,,5.8,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,11/4/2019,,Unnamed_SPE_LCMS_MS,,,12.4,,7,1.2,1.1,3.5,27.7,9.4,,0,0,3.1,,,16.2,,12.7,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,11/11/2019,,Unnamed_SPE_LCMS_MS,,,9.3,,14.8,1.1,1.4,4.4,385.5,137.9,,0,0,1.5,,,154.6,,36.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,12/2/2019,,Unnamed_SPE_LCMS_MS,,,4,,3.4,0.4,0.6,1.7,6.7,2,,0,0,0.1,,,3.2,,3.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,12/16/2019,,Unnamed_SPE_LCMS_MS,,,4.7,,4.1,0.2,0.5,3,9.4,2,,0,0,0.1,,,3.9,,3.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,1/6/2020,,Unnamed_SPE_LCMS_MS,,,6.9,,4.8,0.3,0.6,3.1,6.1,2.1,,0,0,0.4,,,2.3,,3.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,1/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,2/3/2020,,Unnamed_SPE_LCMS_MS,,,17.9,,17.1,1.2,1.8,7.3,35,12.3,,0,0.3,1.4,,,14.8,,14.6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,2/17/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,3/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,3/16/2020,,Unnamed_SPE_LCMS_MS,,,9.1,,11.3,0.6,1.1,3.8,48.7,47.9,,0,0,0.7,,,61,,13.6,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,3/30/2020,,Unnamed_SPE_LCMS_MS,,,3.1,,7.1,0.2,0.6,3.4,30.2,10.4,,0.1,0,0.1,,,40.4,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,7/5/2020,,Unnamed_SPE_LCMS_MS,,,11.8,,29.3,3.3,5.5,3.9,41.2,14,,0,0,0.3,,,34.3,,18.2,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,7/12/2020,,Unnamed_SPE_LCMS_MS,,,13.8,,32,3.6,5.5,4.1,47.8,14.7,,0,0,0.6,,,41.3,,20.2,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,7/20/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,7/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,8/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,8/10/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,8/17/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,8/24/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,8/31/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,9/7/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,9/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,9/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,9/28/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,10/4/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,1/20/2020,,Unnamed_SPE_LCMS_MS,,,11.8,,9.3,0.7,1,3.8,23.2,9,,0,0.2,1.3,,,12.1,,8.1,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,4/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,4/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,5/3/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,5/11/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,5/18/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,5/25/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,6/1/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,6/8/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,6/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,6/22/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H2,Surface Water,35.946024,-79.320549,,6/29/2020,,Unnamed_SPE_LCMS_MS,,,9.7,,21,2.4,4.3,2.7,25.2,8.7,,0,0,0.3,,,22.8,,11.3,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,6/10/2019,,Unnamed_SPE_LCMS_MS,,,9.5,,4.3,0.5,0.8,2.5,5.8,3.5,,0.1,0,5,,,4.3,,4.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,6/17/2019,,Unnamed_SPE_LCMS_MS,,,7.2,,5.3,0.6,0.7,3.3,9.2,3.7,,0.2,0,1.3,,,5,,4.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,6/24/2019,,Unnamed_SPE_LCMS_MS,,,9.9,,8.7,1.2,1.4,4,29.9,20.5,,0.5,0.4,1.1,,,17.4,,11.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,7/1/2019,,Unnamed_SPE_LCMS_MS,,,15.5,,17.5,2,2.1,6.1,178,138.7,,0.5,0.5,1.4,,,77.7,,37.8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,7/8/2019,,Unnamed_SPE_LCMS_MS,,,13.8,,16.9,2.1,2,6.4,87.2,58,,0.1,0,0.9,,,46,,28.5,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,7/15/2019,,Unnamed_SPE_LCMS_MS,,,22.1,,17.9,1.9,2.1,6,98,63.6,,0,0,0.4,,,48.2,,26,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,7/22/2019,,Unnamed_SPE_LCMS_MS,,,15.4,,26.8,2.6,3.1,6.9,200.9,230.7,,0.1,0,0.9,,,120.8,,48.3,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,7/29/2019,,Unnamed_SPE_LCMS_MS,,,10.3,,12.5,1.1,1.5,5.6,51.8,51.4,,0.1,0,0.7,,,35.8,,17.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,8/5/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,8/12/2019,,Unnamed_SPE_LCMS_MS,,,10.6,,17.7,2.1,1.8,5.6,222.6,186.8,,0.1,0,0.9,,,121,,49.1,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,8/19/2019,,Unnamed_SPE_LCMS_MS,,,7,,11.2,1.2,1.5,3.7,60.6,37.4,,0.1,0,8.7,,,40.5,,25.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,8/26/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,9/9/2019,,Unnamed_SPE_LCMS_MS,,,14,,23.6,2.4,2.9,8.4,298.6,146.6,,0.1,0,1.2,,,274.1,,61.7,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,9/16/2019,,Unnamed_SPE_LCMS_MS,,,14.3,,24.5,2.3,3,9,192.8,99.3,,0.1,0.1,7.7,,,114.2,,66.4,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,9/23/2019,,Unnamed_SPE_LCMS_MS,,,13.4,,25.3,2,3.4,9.3,107.9,35.1,,0.1,0,0.4,,,66,,40.8,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,9/30/2019,,Unnamed_SPE_LCMS_MS,,,16.9,,22.4,2.6,3.3,10.1,83.6,23.9,,0.1,0.1,18.6,,,41.6,,31.8,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,10/7/2019,,Unnamed_SPE_LCMS_MS,,,20.8,,24.6,2.9,3.2,10.5,190.2,43.2,,0.1,0,5.7,,,109.7,,45.9,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,10/14/2019,,Unnamed_SPE_LCMS_MS,,,18,,23.6,2.1,3.2,8.2,121.9,48.8,,0.1,0.2,14.9,,,102.7,,18.1,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,10/21/2019,,Unnamed_SPE_LCMS_MS,,,14.9,,12.5,4,3.1,5.8,29.8,12,,1.9,1.6,0,,,22.6,,17.2,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,10/28/2019,,Unnamed_SPE_LCMS_MS,,,8.6,,7.9,1.3,0.9,3.6,17.1,7.8,,0,0,0.2,,,14,,8,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,11/4/2019,,Unnamed_SPE_LCMS_MS,,,6.9,,6.7,0.7,0.8,3.6,26.6,8.1,,0,0,1.6,,,13.6,,9.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,11/11/2019,,Unnamed_SPE_LCMS_MS,,,8,,13.7,0.9,1,4.2,379.6,102.1,,0,0,1.2,,,176.7,,37.1,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,12/2/2019,,Unnamed_SPE_LCMS_MS,,,5,,4.7,0.4,0.7,2.2,8.7,3.4,,0,0,0.1,,,4.4,,4.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,12/16/2019,,Unnamed_SPE_LCMS_MS,,,6.4,,5.2,0.3,0.6,3.2,10.7,2.6,,0,0,0.1,,,4.4,,3.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
