Article (Author et al YYYY),Sample Name,Sample Type,Latitude,Longitude,Sampling Year,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,Streamflow (m3/s),Sampling Depth (m),PFOS,PFOA,FBSA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFPA,PFPeA,PFPeS,PFBS,PFBA,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFDoS,PFUnDA,FOSAA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFDoA,PFOSA,9-Cl-PF3ONS,11-Cl-PF3OUdS,PFECA-G,ADONA,PFEESA,NFDHA,PFMBA,PFODA
Teymoorian_et_al_2021,Rivire la Tortue Delson,Surface Water,45.3922,-73.5381,2021,,,Unnamed_SPE_LCMS_MS,,,1.18,1.56,0.13,0.08,0.52,0.21,6.30,2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,6.42,0.03,1.27,5.28,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Mars la Baie,Surface Water,48.305,-70.9814,2021,,,Unnamed_SPE_LCMS_MS,,,0.17,0.13,0.03,0.00,0.09,0.00,0.72,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.94,0.00,0.15,0.65,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Ashuapmushuan Saint-Flicien,Surface Water,48.686,-72.48767,2021,,,Unnamed_SPE_LCMS_MS,,,0.19,0.28,0.03,0.04,0.26,0.02,0.47,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.17,0.00,0.14,0.75,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Aux Iroquois Saint-Prime,Surface Water,48.6016,-72.3456,2021,,,Unnamed_SPE_LCMS_MS,,,0.14,0.00,0.00,0.00,0.10,0.00,0.39,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.28,0.00,0.09,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Aux Sables Jonquires,Surface Water,48.413535,-71.2568,2021,,,Unnamed_SPE_LCMS_MS,,,0.25,0.34,0.04,0.00,0.20,0.00,0.37,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.15,0.00,0.10,0.17,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Batiscan Sainte-Genevive-de-Batiscan,Surface Water,46.5288,-72.3335,2021,,,Unnamed_SPE_LCMS_MS,,,0.31,0.16,0.00,0.03,0.19,0.02,0.35,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.10,0.00,0.08,0.67,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Bayonne Sainte-Genevive-de-Berthier,Surface Water,46.0945,-73.226,2021,,,Unnamed_SPE_LCMS_MS,,,0.49,0.46,0.07,0.00,0.08,0.20,0.55,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.29,0.03,0.71,0.93,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Beauport Quebec,Surface Water,46.8511,-71.1998,2021,,,Unnamed_SPE_LCMS_MS,,,0.58,1.02,0.05,0.04,0.10,0.34,1.38,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.43,0.04,0.40,1.65,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Bcancour Saint-Louis-de-Blandford,Surface Water,46.247,-71.99,2021,,,Unnamed_SPE_LCMS_MS,,,0.40,0.66,0.05,0.00,0.15,0.07,0.64,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.45,0.03,0.40,0.62,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Boyer Saint-Michel-de-Bellechasse,Surface Water,46.884275,-70.859119,2021,,,Unnamed_SPE_LCMS_MS,,,0.39,0.00,0.00,0.00,0.10,0.03,0.46,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.18,0.00,0.19,0.48,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Chteauguay Chteauguay,Surface Water,45.3814,-73.7562,2021,,,Unnamed_SPE_LCMS_MS,,,1.06,1.56,0.00,0.17,0.58,0.39,1.37,1.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.28,0.04,0.66,2.11,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Chaudire Lvis,Surface Water,46.714483,-71.280997,2021,,,Unnamed_SPE_LCMS_MS,,,0.51,1.15,0.03,0.03,0.24,0.13,2.27,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.71,0.04,0.52,2.05,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Chicoutimi Chicoutimi,Surface Water,48.4109,-71.1061,2021,,,Unnamed_SPE_LCMS_MS,,,0.22,0.30,0.03,0.00,0.17,0.04,0.27,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.15,0.00,0.09,0.20,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Des Ha Boilleau,Surface Water,48.06685,-70.824,2021,,,Unnamed_SPE_LCMS_MS,,,0.18,0.19,0.00,0.00,0.10,0.00,0.33,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.13,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Des Ha la Baie,Surface Water,48.3154,-70.8588,2021,,,Unnamed_SPE_LCMS_MS,,,0.22,0.24,0.00,0.00,0.07,0.00,0.36,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.16,0.00,0.09,0.57,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Des Mille Iles point 1,Surface Water,45.5406,-73.8808,2021,,,Unnamed_SPE_LCMS_MS,,,0.43,0.50,0.03,0.04,0.21,0.07,0.51,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.30,0.00,0.19,0.29,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Des Mille Iles point 2,Surface Water,45.5795,-73.8335,2021,,,Unnamed_SPE_LCMS_MS,,,0.76,0.51,0.03,0.00,0.20,0.10,0.56,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.37,0.00,0.20,1.46,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Des Mille Iles point 3,Surface Water,45.6173,-73.7878,2021,,,Unnamed_SPE_LCMS_MS,,,0.77,0.82,0.09,0.05,0.19,0.13,1.25,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.53,0.00,0.47,1.23,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Des Mille Iles point 4,Surface Water,45.6536,-73.7598,2021,,,Unnamed_SPE_LCMS_MS,,,0.58,0.29,0.04,0.00,0.24,0.12,0.57,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.23,0.00,0.23,0.71,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Des Mille Iles point 5,Surface Water,45.6885,-73.6352,2021,,,Unnamed_SPE_LCMS_MS,,,0.63,0.48,0.00,0.03,0.25,0.18,0.85,0.74,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.85,0.00,0.35,1.46,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire des Outaouais Saint-Placide,Surface Water,45.524,-74.2076,2021,,,Unnamed_SPE_LCMS_MS,,,0.35,0.45,0.04,0.00,0.17,0.07,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.39,0.00,0.13,0.44,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Des Prairies Montral,Surface Water,45.5343,-73.7266,2021,,,Unnamed_SPE_LCMS_MS,,,0.43,0.18,0.00,0.05,0.26,0.09,0.51,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.32,0.00,0.18,1.06,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Des Prairies Pierrefonds Montreal,Surface Water,45.4547,-73.9388,2021,,,Unnamed_SPE_LCMS_MS,,,0.53,0.36,0.06,0.06,0.20,0.07,0.45,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.49,0.00,0.23,1.10,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Du Chne Mirabel DC1,Surface Water,45.6344,-74.1362,2021,,,Unnamed_SPE_LCMS_MS,,,0.81,0.28,0.00,0.00,0.00,0.88,0.63,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.82,0.09,0.36,1.38,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Du Chne Mirabel DC2,Surface Water,45.6134,-74.1039,2021,,,Unnamed_SPE_LCMS_MS,,,64.55,6.82,1.79,0.36,1.75,33.40,28.76,15.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,42.59,3.54,3.42,13.10,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Du Chne Mirabel DC3,Surface Water,45.5814,-74.0459,2021,,,Unnamed_SPE_LCMS_MS,,,75.67,8.61,1.88,0.43,1.79,42.49,40.58,26.98,2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,53.42,5.68,4.86,15.06,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Du Chne Saint-Eustache DC4,Surface Water,45.5609,-73.9783,2021,,,Unnamed_SPE_LCMS_MS,,,34.31,3.91,0.99,0.16,0.77,24.96,20.15,15.55,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.83,3.79,3.12,9.56,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Du Chne Saint-Eustache DC5,Surface Water,45.56625,-73.92529,2021,,,Unnamed_SPE_LCMS_MS,,,24.72,2.81,4.93,0.09,0.80,16.00,12.93,9.39,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,1.89,2.23,7.55,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Du Chne Saint-Eustache DC6,Surface Water,45.5575,-73.8991,2021,,,Unnamed_SPE_LCMS_MS,,,22.84,3.48,0.73,0.16,0.95,15.66,14.18,5.95,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.70,2.05,2.30,7.03,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.05,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Du Gouffre Baie-Saint-Paul,Surface Water,47.44884,-70.5049,2021,,,Unnamed_SPE_LCMS_MS,,,0.16,0.00,0.04,0.00,0.09,0.02,0.43,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.13,0.00,0.06,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Du Loup Louiseville,Surface Water,46.2238,-72.9273,2021,,,Unnamed_SPE_LCMS_MS,,,0.43,0.31,0.00,0.00,0.12,0.03,0.84,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.49,0.00,0.09,0.61,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Du Moulin Chichoutimi,Surface Water,48.39964,-71.0423,2021,,,Unnamed_SPE_LCMS_MS,,,0.26,0.14,0.00,0.00,0.12,0.03,0.30,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.08,0.19,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Du Nord Lachute,Surface Water,45.6569,-74.3419,2021,,,Unnamed_SPE_LCMS_MS,,,0.82,1.16,0.16,0.07,0.23,0.30,3.10,0.99,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2.51,0.06,0.58,1.78,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Du Nord Saint-Jrme,Surface Water,45.7629,-74.0027,2021,,,Unnamed_SPE_LCMS_MS,,,0.66,0.66,0.05,0.07,0.26,0.11,0.91,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.77,0.00,0.22,0.81,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Du Sud Montmagny,Surface Water,46.98517,-70.5491,2021,,,Unnamed_SPE_LCMS_MS,,,0.41,0.39,0.00,0.00,0.14,0.04,0.76,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.86,0.00,0.18,0.82,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Etchemin Lvis,Surface Water,46.76038,-71.22938,2021,,,Unnamed_SPE_LCMS_MS,,,0.85,1.05,0.14,0.00,0.31,0.25,2.08,2.26,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,,1.89,0.02,0.41,1.54,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Jacques Cartier Donnacona,Surface Water,46.68146,-71.742,2021,,,Unnamed_SPE_LCMS_MS,,,0.51,0.28,0.00,0.05,0.21,0.14,0.72,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.62,0.00,0.20,2.30,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire LAcadie Chambly,Surface Water,45.4527,-73.3097,2021,,,Unnamed_SPE_LCMS_MS,,,0.98,2.07,0.07,0.11,0.57,0.36,6.22,3.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,5.07,0.03,0.98,4.88,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire LAssomption Joliette,Surface Water,46.0242,-73.434,2021,,,Unnamed_SPE_LCMS_MS,,,0.49,0.53,0.04,0.04,0.18,0.14,0.59,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.24,0.02,0.21,0.96,0.00,0.00,,,,,,,0.05,0.00,0.11,,0.00,0.11,,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire LAssomption Repentigny,Surface Water,45.7553,-73.46352,2021,,,Unnamed_SPE_LCMS_MS,,,0.98,1.40,0.14,0.00,0.24,0.38,2.38,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.93,0.05,1.31,0.72,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Mascouche Terrebonne,Surface Water,45.6951,-73.5934,2021,,,Unnamed_SPE_LCMS_MS,,,6.45,4.57,0.46,0.19,1.54,3.54,14.22,7.58,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,13.27,0.41,2.00,5.92,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Maskinong Maskinong,Surface Water,46.22814,-73.01597,2021,,,Unnamed_SPE_LCMS_MS,,,0.28,0.31,0.00,0.00,0.16,0.03,0.27,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.30,0.00,0.11,0.98,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Mistassini Dolbeau-Mistassini,Surface Water,48.8698,-72.2092,2021,,,Unnamed_SPE_LCMS_MS,,,0.16,0.11,0.04,0.00,0.17,0.00,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.13,0.00,0.12,0.29,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Montmorency Quebec,Surface Water,46.8861,-71.1453,2021,,,Unnamed_SPE_LCMS_MS,,,0.09,0.20,0.00,0.00,0.08,0.00,0.16,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.08,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Nicolet Nicolet,Surface Water,46.2275,-72.62389,2021,,,Unnamed_SPE_LCMS_MS,,,0.61,1.17,0.05,0.06,0.21,0.18,2.66,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,3.58,0.05,0.52,2.41,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Ouiatchouaniche Roberval,Surface Water,48.5264,-72.2224,2021,,,Unnamed_SPE_LCMS_MS,,,0.10,0.10,0.00,0.00,0.07,0.00,0.20,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.19,0.00,0.00,0.74,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Peribonka Pribonka,Surface Water,48.7656,-72.0532,2021,,,Unnamed_SPE_LCMS_MS,,,0.13,0.21,0.00,0.00,0.19,0.00,0.27,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.24,0.00,0.03,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Richelieu Chambly,Surface Water,45.4459,-73.2626,2021,,,Unnamed_SPE_LCMS_MS,,,0.95,1.14,0.42,0.00,0.21,0.60,0.93,0.79,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.94,0.08,0.73,1.23,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Richelieu Iberville Saint-Jean-sur-Richelieu,Surface Water,45.3059,-73.2438,2021,,,Unnamed_SPE_LCMS_MS,,,1.15,0.97,0.44,0.08,0.22,0.61,1.03,0.69,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.99,0.07,0.68,1.39,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Richelieu Saint-Blaise-sur-Richelieu,Surface Water,45.1946,-73.2607,2021,,,Unnamed_SPE_LCMS_MS,,,1.17,1.16,0.65,0.00,0.15,0.50,1.02,0.65,0.00,0.00,0.00,0.96,0.00,0.00,0.00,0.00,0.00,,0.87,0.06,0.70,1.42,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Richelieu Sorel-Tracy,Surface Water,46.019605,-73.132377,2021,,,Unnamed_SPE_LCMS_MS,,,1.29,1.15,0.50,0.06,0.29,0.71,1.20,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.38,0.08,0.75,1.50,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Saint-Charles Quebec,Surface Water,46.8199,-71.22,2021,,,Unnamed_SPE_LCMS_MS,,,2.04,1.56,0.31,0.05,0.32,0.60,1.90,1.18,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.52,0.13,0.68,2.07,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Saint-Franois Fleurimont Sherbrooke,Surface Water,45.4396,-71.9164,2021,,,Unnamed_SPE_LCMS_MS,,,0.94,1.19,0.06,0.03,0.22,0.09,1.63,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.43,0.02,0.32,1.84,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Saint-Franois Pierreville,Surface Water,46.06687,-72.81258,2021,,,Unnamed_SPE_LCMS_MS,,,1.26,2.50,0.15,0.06,0.30,0.20,3.42,1.67,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,,3.29,0.00,1.32,1.47,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
